query_1,query_2,query_3,query_4,query_5,query_6,query_7,query_8,query_9,query_10
"SELECT COUNT(*) FROM tb5 WHERE country = 397;","SELECT AVG(latitude) FROM tb17 WHERE {column} > 636;","SELECT country, country FROM tb33 WHERE {column1} > 897 AND {column2} < {value};","SELECT * FROM tb40 WHERE age = 475;","SELECT * FROM tb23 WHERE name = 881;","SELECT longitude, longitude FROM tb40 WHERE {column1} > 697 AND {column2} < {value};","SELECT country, MAX(name) FROM tb40 GROUP BY {column1};","SELECT * FROM tb26 WHERE age = 28;","SELECT name, MAX(longitude) FROM tb29 GROUP BY {column1};","SELECT age, longitude FROM tb7 WHERE {column1} > 218 AND {column2} < {value};"
"SELECT * FROM tb46 WHERE age = 551;","SELECT name, longitude FROM tb14 WHERE {column1} > 77 AND {column2} < {value};","SELECT COUNT(*) FROM tb46 WHERE age = 120;","SELECT longitude, COUNT(*) FROM tb10 GROUP BY {column1} HAVING COUNT(*) > 804;","SELECT COUNT(*) FROM tb48 WHERE age = 508;","SELECT longitude, age FROM tb38 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, COUNT(*) FROM tb46 GROUP BY {column1} HAVING COUNT(*) > 184;","SELECT longitude, MAX(name) FROM tb33 GROUP BY {column1};","SELECT longitude, MAX(longitude) FROM tb46 GROUP BY {column1};","SELECT name, age FROM tb40 WHERE {column1} > 378 AND {column2} < {value};"
"SELECT COUNT(*) FROM tb38 WHERE age = 778;","SELECT COUNT(*) FROM tb23 WHERE latitude = 113;","SELECT longitude, MAX(name) FROM tb40 GROUP BY {column1};","SELECT country, COUNT(*) FROM tb18 GROUP BY {column1} HAVING COUNT(*) > 317;","SELECT longitude, COUNT(*) FROM tb20 GROUP BY {column1} HAVING COUNT(*) > 393;","SELECT country, SUM(age) FROM tb41 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, SUM(country) FROM tb21 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, SUM(name) FROM tb28 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, age FROM tb3 WHERE {column1} > 716 AND {column2} < {value};","SELECT * FROM tb8 WHERE age = 881;"
"SELECT * FROM tb7 WHERE latitude = 456;","SELECT country, COUNT(*) FROM tb23 GROUP BY {column1} HAVING COUNT(*) > 15;","SELECT * FROM tb6 WHERE latitude = 578;","SELECT name, age FROM tb26 WHERE {column1} > 220 AND {column2} < {value};","SELECT AVG(country) FROM tb38 WHERE {column} > 156;","SELECT age, MAX(age) FROM tb30 GROUP BY {column1};","SELECT * FROM tb17 WHERE latitude = 843;","SELECT latitude, name FROM tb5 WHERE {column1} > 181 AND {column2} < {value};","SELECT * FROM tb6 WHERE country = 118;","SELECT latitude, country FROM tb46 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT * FROM tb11 WHERE longitude = 71;","SELECT AVG(longitude) FROM tb31 WHERE {column} > 137;","SELECT name, COUNT(*) FROM tb25 GROUP BY {column1} HAVING COUNT(*) > 294;","SELECT * FROM tb30 WHERE age = 747;","SELECT COUNT(*) FROM tb1 WHERE name = 645;","SELECT * FROM tb21 WHERE longitude = 693;","SELECT * FROM tb9 WHERE longitude = 843;","SELECT name, COUNT(*) FROM tb13 GROUP BY {column1} HAVING COUNT(*) > 961;","SELECT longitude, MAX(country) FROM tb32 GROUP BY {column1};","SELECT * FROM tb49 WHERE latitude = 712;"
"SELECT COUNT(*) FROM tb14 WHERE longitude = 161;","SELECT * FROM tb5 WHERE country = 770;","SELECT * FROM tb1 WHERE country = 571;","SELECT country, name FROM tb10 WHERE {column1} > 671 AND {column2} < {value};","SELECT longitude, SUM(name) FROM tb24 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb43 WHERE name = 26;","SELECT name, COUNT(*) FROM tb39 GROUP BY {column1} HAVING COUNT(*) > 537;","SELECT country, MAX(country) FROM tb42 GROUP BY {column1};","SELECT age, longitude FROM tb40 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, MAX(latitude) FROM tb4 GROUP BY {column1};"
"SELECT AVG(latitude) FROM tb26 WHERE {column} > 939;","SELECT COUNT(*) FROM tb42 WHERE latitude = 907;","SELECT age, longitude FROM tb21 WHERE {column1} > 361 AND {column2} < {value};","SELECT longitude, COUNT(*) FROM tb50 GROUP BY {column1} HAVING COUNT(*) > 747;","SELECT name, country FROM tb41 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, SUM(name) FROM tb48 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, age FROM tb48 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb36 WHERE country = 546;","SELECT AVG(latitude) FROM tb17 WHERE {column} > 839;","SELECT COUNT(*) FROM tb31 WHERE country = 277;"
"SELECT COUNT(*) FROM tb11 WHERE country = 448;","SELECT country, name FROM tb32 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb28 WHERE name = 407;","SELECT name, longitude FROM tb26 WHERE {column1} > 837 AND {column2} < {value};","SELECT name, MAX(country) FROM tb28 GROUP BY {column1};","SELECT age, latitude FROM tb2 WHERE {column1} > 100 AND {column2} < {value};","SELECT age, MAX(name) FROM tb7 GROUP BY {column1};","SELECT longitude, SUM(age) FROM tb21 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb37 WHERE name = 70;","SELECT COUNT(*) FROM tb13 WHERE longitude = 48;"
"SELECT age, MAX(longitude) FROM tb8 GROUP BY {column1};","SELECT COUNT(*) FROM tb35 WHERE country = 698;","SELECT AVG(name) FROM tb48 WHERE {column} > 831;","SELECT * FROM tb41 WHERE longitude = 723;","SELECT name, MAX(country) FROM tb30 GROUP BY {column1};","SELECT COUNT(*) FROM tb16 WHERE longitude = 197;","SELECT latitude, longitude FROM tb44 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(country) FROM tb8 WHERE {column} > 117;","SELECT COUNT(*) FROM tb12 WHERE name = 244;","SELECT name, MAX(latitude) FROM tb34 GROUP BY {column1};"
"SELECT * FROM tb41 WHERE longitude = 952;","SELECT age, name FROM tb50 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(longitude) FROM tb33 WHERE {column} > 252;","SELECT latitude, SUM(age) FROM tb42 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, COUNT(*) FROM tb23 GROUP BY {column1} HAVING COUNT(*) > 461;","SELECT AVG(longitude) FROM tb37 WHERE {column} > 962;","SELECT name, MAX(name) FROM tb16 GROUP BY {column1};","SELECT name, COUNT(*) FROM tb25 GROUP BY {column1} HAVING COUNT(*) > 109;","SELECT longitude, longitude FROM tb31 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, MAX(age) FROM tb39 GROUP BY {column1};"
"SELECT name, latitude FROM tb20 WHERE {column1} > 571 AND {column2} < {value};","SELECT COUNT(*) FROM tb42 WHERE country = 635;","SELECT name, COUNT(*) FROM tb30 GROUP BY {column1} HAVING COUNT(*) > 695;","SELECT longitude, SUM(country) FROM tb25 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb36 WHERE age = 341;","SELECT country, COUNT(*) FROM tb25 GROUP BY {column1} HAVING COUNT(*) > 714;","SELECT latitude, MAX(longitude) FROM tb30 GROUP BY {column1};","SELECT AVG(latitude) FROM tb39 WHERE {column} > 408;","SELECT country, age FROM tb38 WHERE {column1} > 553 AND {column2} < {value};","SELECT name, country FROM tb49 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT country, SUM(name) FROM tb7 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, MAX(longitude) FROM tb25 GROUP BY {column1};","SELECT age, age FROM tb49 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, country FROM tb20 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb41 WHERE longitude = 704;","SELECT * FROM tb43 WHERE latitude = 858;","SELECT longitude, MAX(longitude) FROM tb19 GROUP BY {column1};","SELECT COUNT(*) FROM tb30 WHERE latitude = 85;","SELECT country, age FROM tb16 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb2 WHERE age = 766;"
"SELECT * FROM tb32 WHERE name = 644;","SELECT COUNT(*) FROM tb34 WHERE age = 858;","SELECT AVG(country) FROM tb32 WHERE {column} > 244;","SELECT country, SUM(longitude) FROM tb46 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, COUNT(*) FROM tb47 GROUP BY {column1} HAVING COUNT(*) > 951;","SELECT latitude, country FROM tb34 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, longitude FROM tb22 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb50 WHERE age = 688;","SELECT latitude, MAX(age) FROM tb8 GROUP BY {column1};","SELECT latitude, longitude FROM tb2 WHERE {column1} > 546 AND {column2} < {value};"
"SELECT * FROM tb11 WHERE name = 659;","SELECT COUNT(*) FROM tb11 WHERE age = 489;","SELECT AVG(age) FROM tb21 WHERE {column} > 65;","SELECT name, latitude FROM tb4 WHERE {column1} > 454 AND {column2} < {value};","SELECT country, COUNT(*) FROM tb48 GROUP BY {column1} HAVING COUNT(*) > 873;","SELECT latitude, SUM(age) FROM tb45 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb16 WHERE longitude = 547;","SELECT longitude, latitude FROM tb14 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb14 WHERE latitude = 417;","SELECT country, country FROM tb40 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT country, longitude FROM tb3 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb2 WHERE country = 587;","SELECT country, COUNT(*) FROM tb17 GROUP BY {column1} HAVING COUNT(*) > 40;","SELECT country, COUNT(*) FROM tb37 GROUP BY {column1} HAVING COUNT(*) > 558;","SELECT * FROM tb50 WHERE longitude = 228;","SELECT COUNT(*) FROM tb46 WHERE age = 366;","SELECT country, age FROM tb50 WHERE {column1} > 932 AND {column2} < {value};","SELECT COUNT(*) FROM tb9 WHERE longitude = 24;","SELECT COUNT(*) FROM tb29 WHERE latitude = 365;","SELECT age, COUNT(*) FROM tb48 GROUP BY {column1} HAVING COUNT(*) > 463;"
"SELECT age, COUNT(*) FROM tb42 GROUP BY {column1} HAVING COUNT(*) > 736;","SELECT age, latitude FROM tb26 WHERE {column1} > 105 AND {column2} < {value};","SELECT * FROM tb29 WHERE age = 211;","SELECT longitude, MAX(name) FROM tb30 GROUP BY {column1};","SELECT * FROM tb41 WHERE age = 280;","SELECT age, SUM(latitude) FROM tb45 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(country) FROM tb2 WHERE {column} > 942;","SELECT longitude, country FROM tb49 WHERE {column1} > 792 AND {column2} < {value};","SELECT name, SUM(longitude) FROM tb44 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, COUNT(*) FROM tb37 GROUP BY {column1} HAVING COUNT(*) > 370;"
"SELECT longitude, SUM(longitude) FROM tb3 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, name FROM tb34 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(country) FROM tb46 WHERE {column} > 249;","SELECT age, SUM(latitude) FROM tb32 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, COUNT(*) FROM tb30 GROUP BY {column1} HAVING COUNT(*) > 366;","SELECT COUNT(*) FROM tb46 WHERE longitude = 694;","SELECT age, MAX(country) FROM tb45 GROUP BY {column1};","SELECT name, longitude FROM tb12 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, age FROM tb15 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, age FROM tb23 WHERE {column1} > 888 AND {column2} < {value};"
"SELECT AVG(name) FROM tb21 WHERE {column} > 444;","SELECT latitude, COUNT(*) FROM tb34 GROUP BY {column1} HAVING COUNT(*) > 393;","SELECT * FROM tb39 WHERE name = 937;","SELECT latitude, SUM(longitude) FROM tb31 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, name FROM tb41 WHERE {column1} > 87 AND {column2} < {value};","SELECT COUNT(*) FROM tb26 WHERE longitude = 757;","SELECT AVG(longitude) FROM tb49 WHERE {column} > 498;","SELECT name, SUM(age) FROM tb40 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, longitude FROM tb11 WHERE {column1} > 658 AND {column2} < {value};","SELECT COUNT(*) FROM tb40 WHERE name = 642;"
"SELECT AVG(name) FROM tb32 WHERE {column} > 629;","SELECT country, MAX(longitude) FROM tb2 GROUP BY {column1};","SELECT AVG(name) FROM tb12 WHERE {column} > 201;","SELECT country, longitude FROM tb45 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, SUM(latitude) FROM tb44 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb6 WHERE latitude = 872;","SELECT latitude, MAX(country) FROM tb47 GROUP BY {column1};","SELECT * FROM tb13 WHERE name = 903;","SELECT AVG(name) FROM tb18 WHERE {column} > 879;","SELECT country, MAX(name) FROM tb42 GROUP BY {column1};"
"SELECT country, COUNT(*) FROM tb37 GROUP BY {column1} HAVING COUNT(*) > 19;","SELECT AVG(country) FROM tb14 WHERE {column} > 999;","SELECT age, SUM(latitude) FROM tb12 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, longitude FROM tb26 WHERE {column1} > 883 AND {column2} < {value};","SELECT COUNT(*) FROM tb50 WHERE latitude = 620;","SELECT COUNT(*) FROM tb4 WHERE latitude = 954;","SELECT AVG(age) FROM tb4 WHERE {column} > 675;","SELECT age, name FROM tb8 WHERE {column1} > 558 AND {column2} < {value};","SELECT country, longitude FROM tb8 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(longitude) FROM tb27 WHERE {column} > 353;"
"SELECT * FROM tb11 WHERE country = 290;","SELECT age, country FROM tb32 WHERE {column1} > 191 AND {column2} < {value};","SELECT * FROM tb27 WHERE longitude = 398;","SELECT latitude, SUM(longitude) FROM tb20 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, SUM(country) FROM tb11 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(longitude) FROM tb22 WHERE {column} > 301;","SELECT longitude, MAX(country) FROM tb14 GROUP BY {column1};","SELECT longitude, MAX(longitude) FROM tb16 GROUP BY {column1};","SELECT name, MAX(country) FROM tb28 GROUP BY {column1};","SELECT latitude, COUNT(*) FROM tb3 GROUP BY {column1} HAVING COUNT(*) > 232;"
"SELECT age, latitude FROM tb50 WHERE {column1} > 178 AND {column2} < {value};","SELECT COUNT(*) FROM tb30 WHERE longitude = 632;","SELECT latitude, COUNT(*) FROM tb24 GROUP BY {column1} HAVING COUNT(*) > 991;","SELECT latitude, age FROM tb8 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, country FROM tb19 WHERE {column1} > 477 AND {column2} < {value};","SELECT longitude, latitude FROM tb31 WHERE {column1} > 544 AND {column2} < {value};","SELECT * FROM tb26 WHERE country = 172;","SELECT longitude, SUM(longitude) FROM tb4 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, age FROM tb17 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb19 WHERE age = 909;"
"SELECT * FROM tb44 WHERE longitude = 727;","SELECT name, COUNT(*) FROM tb34 GROUP BY {column1} HAVING COUNT(*) > 598;","SELECT country, COUNT(*) FROM tb4 GROUP BY {column1} HAVING COUNT(*) > 212;","SELECT COUNT(*) FROM tb26 WHERE name = 765;","SELECT COUNT(*) FROM tb12 WHERE name = 712;","SELECT AVG(country) FROM tb26 WHERE {column} > 61;","SELECT longitude, COUNT(*) FROM tb25 GROUP BY {column1} HAVING COUNT(*) > 642;","SELECT country, name FROM tb3 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, MAX(age) FROM tb42 GROUP BY {column1};","SELECT COUNT(*) FROM tb3 WHERE country = 823;"
"SELECT age, SUM(name) FROM tb39 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, latitude FROM tb5 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, SUM(longitude) FROM tb14 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(name) FROM tb39 WHERE {column} > 449;","SELECT * FROM tb35 WHERE age = 505;","SELECT * FROM tb17 WHERE longitude = 786;","SELECT name, MAX(name) FROM tb25 GROUP BY {column1};","SELECT AVG(name) FROM tb25 WHERE {column} > 950;","SELECT age, COUNT(*) FROM tb14 GROUP BY {column1} HAVING COUNT(*) > 134;","SELECT country, latitude FROM tb13 WHERE {column1} > 254 AND {column2} < {value};"
"SELECT name, SUM(age) FROM tb12 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, name FROM tb6 WHERE {column1} > 502 AND {column2} < {value};","SELECT name, MAX(name) FROM tb21 GROUP BY {column1};","SELECT latitude, MAX(name) FROM tb13 GROUP BY {column1};","SELECT name, COUNT(*) FROM tb30 GROUP BY {column1} HAVING COUNT(*) > 558;","SELECT COUNT(*) FROM tb6 WHERE country = 581;","SELECT country, COUNT(*) FROM tb13 GROUP BY {column1} HAVING COUNT(*) > 71;","SELECT * FROM tb23 WHERE longitude = 374;","SELECT name, COUNT(*) FROM tb38 GROUP BY {column1} HAVING COUNT(*) > 602;","SELECT longitude, COUNT(*) FROM tb41 GROUP BY {column1} HAVING COUNT(*) > 82;"
"SELECT * FROM tb27 WHERE country = 884;","SELECT COUNT(*) FROM tb11 WHERE longitude = 403;","SELECT * FROM tb20 WHERE name = 948;","SELECT * FROM tb11 WHERE name = 503;","SELECT latitude, longitude FROM tb16 WHERE {column1} > 614 AND {column2} < {value};","SELECT AVG(longitude) FROM tb32 WHERE {column} > 949;","SELECT AVG(longitude) FROM tb40 WHERE {column} > 862;","SELECT country, country FROM tb23 WHERE {column1} > 784 AND {column2} < {value};","SELECT country, longitude FROM tb49 WHERE {column1} > 593 AND {column2} < {value};","SELECT longitude, longitude FROM tb5 WHERE {column1} > 842 AND {column2} < {value};"
"SELECT longitude, SUM(age) FROM tb8 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, name FROM tb29 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, SUM(country) FROM tb7 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb4 WHERE longitude = 828;","SELECT * FROM tb19 WHERE latitude = 457;","SELECT latitude, name FROM tb50 WHERE {column1} > 831 AND {column2} < {value};","SELECT * FROM tb50 WHERE latitude = 837;","SELECT latitude, SUM(country) FROM tb2 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, MAX(longitude) FROM tb35 GROUP BY {column1};","SELECT COUNT(*) FROM tb42 WHERE name = 880;"
"SELECT name, age FROM tb4 WHERE {column1} > 14 AND {column2} < {value};","SELECT longitude, SUM(name) FROM tb18 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb14 WHERE latitude = 785;","SELECT AVG(latitude) FROM tb15 WHERE {column} > 559;","SELECT longitude, longitude FROM tb11 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, COUNT(*) FROM tb47 GROUP BY {column1} HAVING COUNT(*) > 398;","SELECT * FROM tb42 WHERE name = 367;","SELECT latitude, MAX(age) FROM tb5 GROUP BY {column1};","SELECT country, name FROM tb15 WHERE {column1} > 619 AND {column2} < {value};","SELECT age, latitude FROM tb7 WHERE {column1} > 382 AND {column2} < {value};"
"SELECT name, MAX(name) FROM tb32 GROUP BY {column1};","SELECT * FROM tb43 WHERE longitude = 878;","SELECT latitude, country FROM tb33 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, country FROM tb48 WHERE {column1} > 219 AND {column2} < {value};","SELECT AVG(country) FROM tb38 WHERE {column} > 939;","SELECT AVG(latitude) FROM tb46 WHERE {column} > 187;","SELECT country, longitude FROM tb26 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, latitude FROM tb2 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(name) FROM tb19 WHERE {column} > 760;","SELECT name, SUM(country) FROM tb38 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT latitude, MAX(latitude) FROM tb29 GROUP BY {column1};","SELECT latitude, name FROM tb9 WHERE {column1} > 762 AND {column2} < {value};","SELECT AVG(longitude) FROM tb13 WHERE {column} > 433;","SELECT longitude, country FROM tb23 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, age FROM tb15 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb3 WHERE age = 921;","SELECT AVG(country) FROM tb31 WHERE {column} > 480;","SELECT AVG(latitude) FROM tb25 WHERE {column} > 560;","SELECT longitude, MAX(country) FROM tb4 GROUP BY {column1};","SELECT * FROM tb14 WHERE longitude = 753;"
"SELECT latitude, COUNT(*) FROM tb1 GROUP BY {column1} HAVING COUNT(*) > 310;","SELECT age, MAX(country) FROM tb40 GROUP BY {column1};","SELECT country, latitude FROM tb15 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, COUNT(*) FROM tb35 GROUP BY {column1} HAVING COUNT(*) > 778;","SELECT COUNT(*) FROM tb26 WHERE age = 784;","SELECT country, MAX(country) FROM tb6 GROUP BY {column1};","SELECT age, MAX(age) FROM tb3 GROUP BY {column1};","SELECT name, COUNT(*) FROM tb14 GROUP BY {column1} HAVING COUNT(*) > 165;","SELECT * FROM tb19 WHERE name = 843;","SELECT name, age FROM tb34 WHERE {column1} > 857 AND {column2} < {value};"
"SELECT * FROM tb10 WHERE name = 234;","SELECT age, MAX(age) FROM tb49 GROUP BY {column1};","SELECT name, name FROM tb24 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, COUNT(*) FROM tb24 GROUP BY {column1} HAVING COUNT(*) > 157;","SELECT longitude, MAX(name) FROM tb40 GROUP BY {column1};","SELECT age, SUM(country) FROM tb50 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb22 WHERE longitude = 209;","SELECT latitude, MAX(age) FROM tb44 GROUP BY {column1};","SELECT COUNT(*) FROM tb22 WHERE latitude = 61;","SELECT * FROM tb42 WHERE country = 705;"
